order_id,user_id,food_id,timestamp,mood,weather,location,rating
c41d0eb8-1aa8-45eb-9aae-078495e5a5e8,c8954846-75dc-4303-a484-1154d6c77649,04a30577-49d3-4e3b-ac76-6da92e01c892,2024-09-11 06:10:33.618713,Adventurous,Rainy,Jessicastad,5
04397ba1-22d9-4f0b-810f-87a04b9c254b,6a041e0f-d933-4af2-a838-9451d38d6ea5,72dd82ec-6e88-445e-acad-2d9ce35c550b,2023-09-25 07:22:55.357436,Stressed,Snowy,Davenporthaven,2
152e53eb-fac8-4e78-907f-d3017b0f83e3,66feedd2-48a7-4be9-886f-5ae8bf55558d,8164172a-41ba-4b86-8d33-0471857da00c,2023-11-12 18:52:52.375632,Relaxed,Rainy,Veronicafurt,3
ad2a6dd3-fe0c-428f-b720-123db396196e,2930ff69-6c77-4533-8d4d-54df98cd3593,c1eba6ae-d7d2-4d98-96b3-3fadd89d5372,2023-05-26 02:43:31.788146,Stressed,Cloudy,Woodardfort,3
5f23e95e-f7e8-4d7c-8a2f-31f0111adc40,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,7be1bc5a-87e8-43c7-8f11-af7a2756132c,2024-09-23 18:14:53.882264,Adventurous,Sunny,East Todd,1
c7ba9039-3ce8-45fe-a31b-858e01ba853d,2beccce5-ea18-4443-b188-d5293ad2b84d,a1f33808-48cc-483b-8973-230915cf5ad0,2023-12-25 23:13:14.070733,Relaxed,Windy,Hannahhaven,1
574465ff-a774-480f-8063-68d1ac62c06d,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,ae392869-3bcd-4042-b54d-c2bf85431df4,2023-11-12 06:08:43.202906,Sad,Windy,Mistyview,3
545c80f9-c8dc-4ab3-a9ba-976b95d8e2f8,e3dfc17a-f38f-4d0d-ae63-7fad6fb34420,e04e3a3f-e3b9-4511-b6db-56ba559789c3,2024-11-28 09:43:20.576774,Happy,Rainy,Brandyborough,4
0069b526-e371-44d5-b5a5-82b5887f8a52,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,f995be40-1f86-4634-b83a-6344b75218b1,2023-09-19 05:01:42.970979,Happy,Windy,Marcusland,5
3516fc57-1a1a-4831-8568-6a0548a3a5f0,ce62e954-810e-44ed-8494-1229125300b5,39354c4d-f96e-4d45-9ffa-0b5cfea8c241,2024-11-01 17:45:37.696493,Sad,Rainy,Lake Keithborough,1
08239d5d-49d0-49c6-a98e-4c4929eca34e,d3dfd2d3-f5a4-4db1-ba28-ee192473f8bb,f7d30a73-be15-4937-b238-0ce69f5f1631,2024-07-05 04:17:18.431052,Adventurous,Rainy,Port Daniel,1
4bf57f4c-fa88-4a5a-acc6-f2675deac50d,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,452f733b-3685-49f9-9c8a-746125e69dbb,2025-04-13 15:29:53.113167,Adventurous,Snowy,Mistyview,1
8847fd47-8c35-4a8e-ab1c-2b1b56e4298b,18c134fc-3d2a-4819-ae19-8d4ec7397b60,02a14693-49e9-4242-ae0e-92a7f45e2841,2024-09-30 01:37:44.753072,Relaxed,Sunny,Wilkinsonland,2
e8726b6b-62e7-47d8-879e-38b95473e927,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,ea2adea5-ed2c-46a7-9e0d-58467832d699,2023-12-07 22:18:10.110741,Stressed,Cloudy,Marcusland,2
a5789022-800a-42c3-a029-2031495dc25f,c57d49de-1f1e-492e-b4bc-eca31b14d9ea,eaca911d-43b1-44e2-a0c3-a0b99bd1c7d0,2024-04-25 21:53:55.732330,Stressed,Cloudy,North Daniel,4
6df938f7-3886-4f57-bd09-139f665d72fc,2beccce5-ea18-4443-b188-d5293ad2b84d,ac183e5c-0023-4efb-9830-f7b1ca12f332,2023-12-28 10:52:21.963665,Sad,Cloudy,Hannahhaven,2
12b25da8-e9c2-4e9b-aeaf-5a8aaf8fa760,d3dfd2d3-f5a4-4db1-ba28-ee192473f8bb,412e3cef-fd54-4d8d-9702-597efcd0159c,2024-05-11 02:54:57.291168,Stressed,Sunny,Port Daniel,2
490cd738-b358-4a9a-9d6b-79192dead9b7,2beccce5-ea18-4443-b188-d5293ad2b84d,a1aa61ea-0980-4c5f-83bb-84f918669bbc,2024-08-02 12:27:56.370754,Happy,Rainy,Hannahhaven,4
03dbe373-ef6d-4dda-8191-983b3c35fa15,7b64fc00-f356-49ce-8460-5881f871a0d9,7a440263-da1e-426d-b6b9-4dd165dd2678,2024-06-26 15:20:21.227892,Happy,Windy,Port Michael,3
1a719f9d-bfc5-4adb-9dfd-34a67afa1c07,2bb74728-cb88-4716-ba49-2e7876736e3d,80ddfc10-7d5a-441c-a823-adda0b7afa06,2024-02-21 14:58:50.264874,Relaxed,Sunny,Lake Robertshire,3
e893d192-b8ba-481e-98db-fe2c36122214,2930ff69-6c77-4533-8d4d-54df98cd3593,b5fb524a-cfdf-4286-8113-8de1e89dc037,2023-12-07 15:33:28.902411,Relaxed,Rainy,Woodardfort,5
b58397ec-88e0-4c1c-aa83-87846cd9b2f4,c57d49de-1f1e-492e-b4bc-eca31b14d9ea,8d86abf7-616c-40b7-bf77-aa5b43f1817d,2025-03-29 04:47:44.166423,Stressed,Cloudy,North Daniel,1
1858bcc2-1311-4967-bf63-9c5d5aa752ae,17a37c0e-e71d-4f0a-9663-ec2df9dcb95d,d9f142b7-3916-49c6-a43b-ada11762200c,2024-11-08 05:04:16.781740,Relaxed,Sunny,Rowebury,2
45020312-f843-48f9-99de-347e6be6144f,5d059cfb-11ab-4be4-8416-15a7f9742d01,8518154d-2f2f-429a-bc92-57bdbb19806f,2024-06-05 15:12:00.804188,Sad,Snowy,Burkeview,3
ae8c7d8c-12d7-4a4e-9d72-6a60970c6930,18c134fc-3d2a-4819-ae19-8d4ec7397b60,54de0f4f-d33a-4686-95bf-46aa09edc492,2023-11-07 05:16:31.986769,Stressed,Windy,Wilkinsonland,5
af312882-c38f-42c6-9029-93a7717c53aa,2beccce5-ea18-4443-b188-d5293ad2b84d,37576e27-f5f4-48e4-afe6-dfc28ea5b13d,2023-12-01 09:23:43.229460,Adventurous,Sunny,Hannahhaven,5
ae49200f-2547-4924-a5bf-384cb2f1527d,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,ac183e5c-0023-4efb-9830-f7b1ca12f332,2023-05-24 18:52:46.526557,Sad,Rainy,Mistyview,5
95442584-697f-4b18-a4d1-8be6018d8c1a,2beccce5-ea18-4443-b188-d5293ad2b84d,3d397c97-b7fd-40b7-956b-353ef56fe069,2024-04-26 17:19:58.312258,Stressed,Rainy,Hannahhaven,1
e8e4b80b-ed76-4c42-b9af-25b33e1ec379,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,89997e8a-1a5b-4885-b357-96df45653da9,2025-03-28 20:13:37.801985,Stressed,Rainy,Mistyview,4
1aef9f81-5689-49b1-8db9-81cd1e951b74,66feedd2-48a7-4be9-886f-5ae8bf55558d,f7d30a73-be15-4937-b238-0ce69f5f1631,2024-09-16 07:33:35.340646,Adventurous,Windy,Veronicafurt,5
9593ccb7-a778-4d14-8f2f-8e0d15b8c85f,2beccce5-ea18-4443-b188-d5293ad2b84d,7abe17da-7df2-44d3-a4df-7afba0d4c2ee,2024-03-25 12:23:55.723752,Stressed,Snowy,Hannahhaven,1
c2d593bc-d8d3-4297-b1a5-6d2409765edf,2beccce5-ea18-4443-b188-d5293ad2b84d,247be5aa-640f-471b-bc5e-566abd29512a,2024-05-19 19:59:05.469206,Happy,Sunny,Hannahhaven,2
4b264686-f262-4bb7-80ca-e73e1c17f5cd,18c134fc-3d2a-4819-ae19-8d4ec7397b60,a1aa61ea-0980-4c5f-83bb-84f918669bbc,2024-04-27 07:22:49.221152,Happy,Rainy,Wilkinsonland,4
d0856b38-4216-4f38-9316-5b4bcbc9221e,4e219a32-d1c4-449a-ab31-21744fbb129f,35909371-3423-4687-be94-0708a75705c5,2024-01-12 11:22:06.560548,Sad,Rainy,Chadfort,2
649ddebd-cc49-4fee-b435-325a97203240,517ed636-1f9e-4fdc-8678-cef672821a11,4a336b51-7e7d-4a44-aee2-e1996c420e3e,2024-03-10 17:29:28.849637,Sad,Snowy,Miguelmouth,4
67784df8-446e-4619-92fe-78cb6b90d522,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,5d09724a-0b36-4a38-8169-f4a62a2de992,2024-03-24 19:57:02.039220,Happy,Cloudy,Mistyview,3
5476102d-f318-49a5-ac16-240a73b3de28,66feedd2-48a7-4be9-886f-5ae8bf55558d,8d86abf7-616c-40b7-bf77-aa5b43f1817d,2025-04-18 10:28:02.093471,Adventurous,Windy,Veronicafurt,4
198a8fe5-b113-4769-a3fd-eaf3a62d650e,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,4a336b51-7e7d-4a44-aee2-e1996c420e3e,2024-11-21 04:51:36.922238,Adventurous,Sunny,East Todd,4
b267c1f0-e457-4313-823b-5d4987ec39e9,c8954846-75dc-4303-a484-1154d6c77649,ad3336bf-c826-4714-854d-d0c8d61c5c55,2023-07-06 10:54:08.895026,Happy,Sunny,Jessicastad,4
d1af90c9-5e52-4735-a94a-f33936af4399,17a37c0e-e71d-4f0a-9663-ec2df9dcb95d,e6b82154-654f-4ebb-97b3-194f9d35a20e,2024-03-30 06:47:02.967934,Relaxed,Cloudy,Rowebury,2
5813e93b-bfad-43df-b98f-5ffc97441214,c57d49de-1f1e-492e-b4bc-eca31b14d9ea,9da1416c-65a5-41a2-bdd8-9af502af0c6b,2024-07-23 13:08:23.214312,Adventurous,Sunny,North Daniel,4
c16b785c-a411-4106-8412-1aaf39c786f2,aaa0ea22-90ae-4736-a95b-36e876e9d266,ce77ded4-2998-4aea-a4f1-6e817b91f6d0,2024-08-24 13:11:03.373915,Relaxed,Snowy,Lake Chloe,3
55dda4c0-6c38-473e-af7d-81f789b11f4d,6a041e0f-d933-4af2-a838-9451d38d6ea5,38452d63-0ce0-41ca-9ab2-3f39dfbef325,2025-02-09 09:22:29.318562,Stressed,Rainy,Davenporthaven,5
9d389c27-ba9d-4c26-81d2-c288d2506650,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,e35c5d09-7941-421c-9d63-5979964c080a,2023-12-25 05:26:02.945649,Stressed,Cloudy,Marcusland,5
4cc99a83-a7af-49b6-9c10-f3d2b64790b2,aaa0ea22-90ae-4736-a95b-36e876e9d266,9da1416c-65a5-41a2-bdd8-9af502af0c6b,2024-03-13 19:43:06.402144,Sad,Snowy,Lake Chloe,3
75204dd3-4acc-44c5-af45-70299a9f85b1,6a041e0f-d933-4af2-a838-9451d38d6ea5,c3974a97-090d-4b25-bee8-aa925c2eed68,2024-12-22 10:03:39.760237,Sad,Snowy,Davenporthaven,2
bac3b90e-3dc9-47e2-9595-a7c8170efe64,ce62e954-810e-44ed-8494-1229125300b5,89997e8a-1a5b-4885-b357-96df45653da9,2025-05-10 05:26:30.905006,Adventurous,Windy,Lake Keithborough,4
b2cc2767-3d07-4517-b464-9c5b4cbffc86,d3dfd2d3-f5a4-4db1-ba28-ee192473f8bb,d9f142b7-3916-49c6-a43b-ada11762200c,2025-01-22 13:07:09.343964,Sad,Windy,Port Daniel,1
6c25b23d-2756-4eb3-9c30-8fa634b430b8,aaa0ea22-90ae-4736-a95b-36e876e9d266,42dd5246-937f-44c5-92a5-54f004745c33,2025-04-02 05:27:49.580178,Relaxed,Rainy,Lake Chloe,2
f8d0e5fa-70e3-4e37-a016-50b4d3584b05,5d059cfb-11ab-4be4-8416-15a7f9742d01,13c5ed8d-0438-4d32-a8f8-742251b67853,2023-11-26 10:31:38.311445,Adventurous,Cloudy,Burkeview,2
210310f4-c753-457c-98e6-2e7e4d62fee6,2930ff69-6c77-4533-8d4d-54df98cd3593,5b6586f8-615e-4969-87d6-d0308d322cb3,2025-01-12 06:02:33.929954,Stressed,Cloudy,Woodardfort,4
37ac273a-416f-4571-bd6b-e0284d125913,66feedd2-48a7-4be9-886f-5ae8bf55558d,ac183e5c-0023-4efb-9830-f7b1ca12f332,2024-02-03 03:18:15.878135,Adventurous,Snowy,Veronicafurt,3
f3832ad3-1291-4ce4-b227-bf6c8d47cbc8,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,ae8bbcf0-7171-4ded-9832-a089ee062658,2025-03-17 20:58:40.314435,Relaxed,Cloudy,Marcusland,4
356ad9b5-e22d-4095-918a-72fee9f4f6fc,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,484465b8-4f33-4693-8572-19d18ff8c76c,2024-05-26 09:23:31.254649,Sad,Cloudy,Mistyview,2
20bb1ac0-d161-4931-acd6-15832820390e,2bb74728-cb88-4716-ba49-2e7876736e3d,80ddfc10-7d5a-441c-a823-adda0b7afa06,2024-03-25 00:01:24.527469,Relaxed,Rainy,Lake Robertshire,5
639bc70b-7a69-49cb-ac85-5fa74e9a5595,17a37c0e-e71d-4f0a-9663-ec2df9dcb95d,e3433450-be97-466f-84c6-44218a11afde,2023-12-02 05:45:47.665038,Stressed,Windy,Rowebury,4
89c57c79-28e7-416c-b35f-6dce46d66b26,18c134fc-3d2a-4819-ae19-8d4ec7397b60,d7a9ce06-0058-4adb-a5fa-1b308cba72c8,2024-04-27 16:00:57.075162,Relaxed,Sunny,Wilkinsonland,1
0f80efea-f4d9-4833-a384-e51de5408a1c,4e219a32-d1c4-449a-ab31-21744fbb129f,8ad6f0a5-1a43-4499-b5c5-18eaf68eb0db,2024-10-05 03:08:11.246967,Happy,Rainy,Chadfort,1
a11babc8-4746-4193-a772-ae2ca3374f19,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,e6b82154-654f-4ebb-97b3-194f9d35a20e,2025-03-15 02:17:21.050741,Sad,Windy,East Todd,4
4d90df0e-4188-4026-b3d0-d9ca5219ab38,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,6ff4b590-9cde-42d1-bdb4-f121c8aedb94,2025-01-16 04:17:34.915735,Adventurous,Rainy,Mistyview,4
dc3e7d08-b37a-46f7-953e-e31813cfc4ae,517ed636-1f9e-4fdc-8678-cef672821a11,95e0cf9b-efed-4c46-a5d2-984f780daeb7,2024-10-17 10:09:44.934319,Relaxed,Sunny,Miguelmouth,5
4d229297-2004-4d3d-968f-75afe2d8b93f,c57d49de-1f1e-492e-b4bc-eca31b14d9ea,c1eba6ae-d7d2-4d98-96b3-3fadd89d5372,2024-09-27 13:12:34.856749,Sad,Sunny,North Daniel,5
96c50dd0-9fa0-4216-a5a6-40f8528b6c56,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,38452d63-0ce0-41ca-9ab2-3f39dfbef325,2024-09-10 04:32:00.314921,Stressed,Windy,Marcusland,4
f9fde798-4034-46dd-b8dc-4400be6e454f,2930ff69-6c77-4533-8d4d-54df98cd3593,2f9c5a5c-3e8b-4c34-a4d4-170c7af5b1b7,2024-04-03 19:08:15.115292,Relaxed,Cloudy,Woodardfort,5
983448fd-6598-4538-b38a-3851d137fb68,18c134fc-3d2a-4819-ae19-8d4ec7397b60,80ddfc10-7d5a-441c-a823-adda0b7afa06,2024-04-03 15:22:38.001123,Sad,Snowy,Wilkinsonland,3
2f2d3b9f-4091-49da-881b-52b0b6c0401e,517ed636-1f9e-4fdc-8678-cef672821a11,04a30577-49d3-4e3b-ac76-6da92e01c892,2023-11-15 04:24:45.233953,Sad,Sunny,Miguelmouth,4
26de9398-c2ab-436f-8424-a2944c4f1bc6,517ed636-1f9e-4fdc-8678-cef672821a11,8d86abf7-616c-40b7-bf77-aa5b43f1817d,2024-04-22 12:37:18.695093,Sad,Rainy,Miguelmouth,4
ad0f2e70-f9c7-431d-8ede-9ab5d24eec7a,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,d7a9ce06-0058-4adb-a5fa-1b308cba72c8,2024-02-26 21:39:10.167950,Stressed,Windy,Mistyview,5
77c52ee1-55c6-45f7-b192-64695b441ad2,6a041e0f-d933-4af2-a838-9451d38d6ea5,4a336b51-7e7d-4a44-aee2-e1996c420e3e,2023-10-16 16:40:52.033906,Relaxed,Cloudy,Davenporthaven,5
6f55c474-fe9f-4cb9-92d3-378f40a6ec5c,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,e3433450-be97-466f-84c6-44218a11afde,2025-02-19 18:49:35.108739,Adventurous,Sunny,East Todd,2
05a698f1-53f8-4f2c-a7e4-28e1fb28c248,aaa0ea22-90ae-4736-a95b-36e876e9d266,d9f142b7-3916-49c6-a43b-ada11762200c,2024-08-01 20:19:51.349280,Adventurous,Sunny,Lake Chloe,2
ae9038bf-3ac9-49b2-bb69-173964f801c9,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,f995be40-1f86-4634-b83a-6344b75218b1,2023-12-21 04:45:33.820896,Relaxed,Sunny,East Todd,3
98782489-640b-42cc-9831-20639a9d0424,66feedd2-48a7-4be9-886f-5ae8bf55558d,89997e8a-1a5b-4885-b357-96df45653da9,2024-02-14 08:02:43.072391,Adventurous,Windy,Veronicafurt,4
f639342c-8826-4e85-b2c5-f01f7d852131,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,80ddfc10-7d5a-441c-a823-adda0b7afa06,2024-07-19 23:00:47.455194,Relaxed,Sunny,Marcusland,2
4d220bb9-0158-4a98-946d-46f1ee394674,5d059cfb-11ab-4be4-8416-15a7f9742d01,13c5ed8d-0438-4d32-a8f8-742251b67853,2024-02-03 23:42:17.389143,Relaxed,Cloudy,Burkeview,1
fe8c3302-483b-4cf7-a2be-f307f9cc0120,7b64fc00-f356-49ce-8460-5881f871a0d9,452f733b-3685-49f9-9c8a-746125e69dbb,2023-09-01 02:36:08.693201,Stressed,Sunny,Port Michael,1
3ba918da-59f8-445d-86a6-293fd22f7178,d244b9b7-ed42-4932-9f4a-3b0d9aeedc53,8164172a-41ba-4b86-8d33-0471857da00c,2024-08-01 02:02:33.218946,Sad,Rainy,Mistyview,2
c0aab7e3-4d37-45ed-ae60-c4dc4f7f08a4,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,8d86abf7-616c-40b7-bf77-aa5b43f1817d,2024-10-25 07:35:28.043937,Sad,Sunny,East Todd,2
83c54fb2-da2f-4502-8dbe-39378134a317,2beccce5-ea18-4443-b188-d5293ad2b84d,a082f803-38c8-424f-b94e-3784ad7f24de,2024-06-06 11:18:28.301047,Stressed,Rainy,Hannahhaven,3
b07446d9-a4cc-4edb-892a-69a8c9968799,c8954846-75dc-4303-a484-1154d6c77649,484465b8-4f33-4693-8572-19d18ff8c76c,2025-05-10 18:43:33.198974,Adventurous,Snowy,Jessicastad,3
77e9dae8-14b9-4882-9276-b5071925070d,e9bf6f72-3e0d-4ecf-bd75-f6ebea8325c6,39354c4d-f96e-4d45-9ffa-0b5cfea8c241,2024-10-17 22:03:42.176353,Relaxed,Rainy,East Todd,4
244b8caa-6c94-4255-9895-8628b2a5ba95,7b64fc00-f356-49ce-8460-5881f871a0d9,383dc98e-b910-4ff2-9286-b3b00bdb8ea5,2024-01-13 17:06:48.711073,Happy,Sunny,Port Michael,3
2df16615-1e08-4c31-b288-7d13d4232e96,18c134fc-3d2a-4819-ae19-8d4ec7397b60,680fd3ce-73de-4b03-8fd5-1a4176f337f3,2023-12-17 02:45:47.945456,Adventurous,Rainy,Wilkinsonland,4
c5753412-1924-4c0e-9bdb-73d4fc8d2d21,6a041e0f-d933-4af2-a838-9451d38d6ea5,4f6eb836-4d6e-4783-8a50-950d22c7f04e,2023-11-26 22:20:09.814911,Sad,Cloudy,Davenporthaven,3
e82e25a1-46ef-4957-837f-25239cfba64c,e3dfc17a-f38f-4d0d-ae63-7fad6fb34420,7dc92fb7-9e57-407d-872b-9c5a434ffc66,2023-12-12 15:52:28.349667,Stressed,Rainy,Brandyborough,3
6b909683-4427-46d9-a449-af9f0c6c69bd,d3dfd2d3-f5a4-4db1-ba28-ee192473f8bb,3c2d32be-af6a-4351-867d-100aea0633a0,2024-05-29 19:22:29.716187,Adventurous,Windy,Port Daniel,4
1250b2d4-7273-4e97-80c0-1c25a3460b14,ce62e954-810e-44ed-8494-1229125300b5,eaca911d-43b1-44e2-a0c3-a0b99bd1c7d0,2024-08-28 01:05:19.965104,Happy,Sunny,Lake Keithborough,5
dd78866a-7541-4053-98d2-c5974a769446,7b64fc00-f356-49ce-8460-5881f871a0d9,3ceadc44-6d42-4165-925c-a39f21c86039,2025-04-13 21:05:57.762643,Relaxed,Rainy,Port Michael,5
516da5d3-73a0-4ab1-a811-446917ffd720,aaa0ea22-90ae-4736-a95b-36e876e9d266,02a14693-49e9-4242-ae0e-92a7f45e2841,2024-11-08 14:14:27.774460,Happy,Windy,Lake Chloe,1
e637d608-1dbe-48b8-9edf-2454c34f6ab8,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,f7d30a73-be15-4937-b238-0ce69f5f1631,2023-12-21 16:09:05.110850,Stressed,Windy,Marcusland,4
ec3bb7f6-3a01-4c43-8ccb-a30862ec5483,c57d49de-1f1e-492e-b4bc-eca31b14d9ea,f8f4f2ef-b2c8-4825-bc44-989c79b36639,2024-07-07 02:28:23.010113,Relaxed,Rainy,North Daniel,4
3c68c8bd-1187-4465-a6c4-4ed9e6383b0f,e3dfc17a-f38f-4d0d-ae63-7fad6fb34420,ad3336bf-c826-4714-854d-d0c8d61c5c55,2025-01-02 04:28:38.813358,Stressed,Windy,Brandyborough,4
f7426946-f35b-4948-b960-b1b66abb4d5c,517ed636-1f9e-4fdc-8678-cef672821a11,680fd3ce-73de-4b03-8fd5-1a4176f337f3,2024-01-10 01:13:11.326181,Adventurous,Windy,Miguelmouth,5
0d839858-b42c-4a57-93a4-681a82639a9e,66feedd2-48a7-4be9-886f-5ae8bf55558d,e04e3a3f-e3b9-4511-b6db-56ba559789c3,2024-01-17 20:37:12.221819,Adventurous,Rainy,Veronicafurt,3
2c4cea2d-0d18-413c-9c6a-be66685fdc96,17a37c0e-e71d-4f0a-9663-ec2df9dcb95d,39354c4d-f96e-4d45-9ffa-0b5cfea8c241,2024-09-20 02:11:23.757252,Adventurous,Windy,Rowebury,2
69df5c4c-4fb3-4d87-aa74-a9da2c29d70e,d3dfd2d3-f5a4-4db1-ba28-ee192473f8bb,e10bec62-153f-47b5-97c7-9422355d1fa2,2023-07-10 19:03:07.849128,Sad,Cloudy,Port Daniel,2
dbac5275-f6fb-4750-a019-39fc15e4c004,aaa0ea22-90ae-4736-a95b-36e876e9d266,7a440263-da1e-426d-b6b9-4dd165dd2678,2024-10-10 14:13:46.519525,Stressed,Snowy,Lake Chloe,5
36cbafa9-b478-42fc-896f-d0ef716c52c8,18c134fc-3d2a-4819-ae19-8d4ec7397b60,8ad6f0a5-1a43-4499-b5c5-18eaf68eb0db,2025-05-08 22:12:18.945825,Sad,Sunny,Wilkinsonland,3
6eae7b6f-829c-441d-bfcd-3ab52affc525,ce62e954-810e-44ed-8494-1229125300b5,383dc98e-b910-4ff2-9286-b3b00bdb8ea5,2023-06-10 00:38:48.792872,Happy,Windy,Lake Keithborough,3
7ccd3eab-e217-4e2c-a886-33326f2e6306,7b64fc00-f356-49ce-8460-5881f871a0d9,eaca911d-43b1-44e2-a0c3-a0b99bd1c7d0,2023-05-14 09:27:19.557442,Stressed,Sunny,Port Michael,2
10ce1ef9-7804-4d9a-97cd-3d53dc2755b8,66feedd2-48a7-4be9-886f-5ae8bf55558d,891ca7bb-b312-4371-b755-d5922acd16f8,2025-04-02 02:50:44.605238,Relaxed,Snowy,Veronicafurt,1
d8044a05-7b2e-4806-a525-c3039c27ba4b,c57d49de-1f1e-492e-b4bc-eca31b14d9ea,5d09724a-0b36-4a38-8169-f4a62a2de992,2024-12-28 17:31:46.384044,Stressed,Snowy,North Daniel,2
c95b6db5-cc16-4193-b7dc-6388261b2486,517ed636-1f9e-4fdc-8678-cef672821a11,e35c5d09-7941-421c-9d63-5979964c080a,2023-06-08 21:47:31.964590,Stressed,Windy,Miguelmouth,3
a26a874a-88b7-4f74-8d00-febf92dc31cc,e264bdcf-384f-4ee6-9b41-c8d6339cfaa2,f7d30a73-be15-4937-b238-0ce69f5f1631,2023-10-08 05:20:32.329327,Stressed,Snowy,Marcusland,5
96b69326-c320-4db1-8b68-d5b6b93d09cc,7b64fc00-f356-49ce-8460-5881f871a0d9,38452d63-0ce0-41ca-9ab2-3f39dfbef325,2025-01-22 05:22:23.812039,Stressed,Sunny,Port Michael,5
1985910b-dfff-4312-b319-527d99911c57,17a37c0e-e71d-4f0a-9663-ec2df9dcb95d,64d91bff-7a23-4021-932b-5097bf901340,2023-11-20 09:58:47.458017,Stressed,Cloudy,Rowebury,4
d5ec861f-c465-4410-b1c2-b4132dc7183a,2bb74728-cb88-4716-ba49-2e7876736e3d,8518154d-2f2f-429a-bc92-57bdbb19806f,2024-04-16 14:12:34.324337,Happy,Sunny,Lake Robertshire,5
1d5191ca-7874-46b0-902d-a5dac8f3b6f4,2beccce5-ea18-4443-b188-d5293ad2b84d,70abedca-c570-4e50-b4df-955e71c0fad4,2023-09-05 16:11:33.322047,Happy,Sunny,Hannahhaven,5
949e93eb-23f8-4bad-a255-928438b82f02,18c134fc-3d2a-4819-ae19-8d4ec7397b60,c4c00b26-ed09-4fb6-be32-1ecc8d10163a,2023-11-17 03:10:03.671758,Happy,Cloudy,Wilkinsonland,4
